seed,N_SUB,split,kind,method,tau,metric,value
123,1000000,train,timing,proxSGD,0.5,n_iter,5000.0
123,1000000,train,timing,proxSGD,0.9,fit_seconds,218.17100024799947
123,1000000,train,timing,proxSGD,0.9,n_iter,5000.0
123,1000000,train,kkt,proxSGD,0.1,kkt_intercept_abs,0.007341999999999989
123,1000000,train,kkt,proxSGD,0.1,kkt_grad_inf,0.0041209999999999745
123,1000000,train,kkt,proxSGD,0.1,kkt_grad_l2,0.005705810751834717
123,1000000,train,kkt,proxSGD,0.1,frac_near_zero_resid,0.0
123,1000000,train,kkt,proxSGD,0.5,kkt_intercept_abs,0.000472
123,1000000,train,kkt,proxSGD,0.5,kkt_grad_inf,0.0008486673680051791
123,1000000,train,kkt,proxSGD,0.5,kkt_grad_l2,0.0011621648129850686
123,1000000,train,kkt,proxSGD,0.5,frac_near_zero_resid,0.0
123,1000000,train,kkt,proxSGD,0.9,kkt_intercept_abs,0.006236999999999986
123,1000000,train,kkt,proxSGD,0.9,kkt_grad_inf,0.003298999999999977
123,1000000,train,kkt,proxSGD,0.9,kkt_grad_l2,0.003850797645620503
123,1000000,train,kkt,proxSGD,0.9,frac_near_zero_resid,0.0
123,1000000,train,metric,proxSGD,0.1,pinball,0.05936645259093799
123,1000000,train,metric,proxSGD,0.1,rmse,0.5935919974313024
123,1000000,test,metric,proxSGD,0.1,pinball,0.05991667906362975
123,1000000,test,metric,proxSGD,0.1,rmse,0.59655860860742
123,1000000,train,metric,proxSGD,0.5,pinball,0.1366761465028228
123,1000000,train,metric,proxSGD,0.5,rmse,0.36951687076795614
123,1000000,test,metric,proxSGD,0.5,pinball,0.13762377873104847
123,1000000,test,metric,proxSGD,0.5,rmse,0.37262331669814325
123,1000000,train,metric,proxSGD,0.9,pinball,0.06337525527590164
123,1000000,train,metric,proxSGD,0.9,rmse,0.5922356467674447
123,1000000,test,metric,proxSGD,0.9,pinball,0.06400189396183475
123,1000000,test,metric,proxSGD,0.9,rmse,0.5947470432661823
123,1000000,test,pi,proxSGD,"PI(0.1,0.9)",coverage,0.81118
123,1000000,test,pi,proxSGD,"PI(0.1,0.9)",mean_width,0.8941616202295116
123,1000000,test,pi,proxSGD,"PI(0.1,0.9)",winkler,1.239185730254645
123,1000000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_y__pearson_r,0.3280168239089085
123,1000000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_y__pearson_p,0.0
123,1000000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_y__spearman_r,0.4688876849189224
123,1000000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_y__spearman_p,0.0
123,1000000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_y__mean_width,0.8941616202295116
123,1000000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_q50hat__pearson_r,0.5097747561279973
123,1000000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_q50hat__pearson_p,0.0
123,1000000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_q50hat__spearman_r,0.6793733638730602
123,1000000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_q50hat__spearman_p,0.0
123,1000000,test,corr,proxSGD,"PI(0.1,0.9)",width_vs_q50hat__mean_width,0.8941616202295116
